,userId,movieId,rating,timestamp,title,genres,KID,year,decade,count,mean
2244,18,134853,3.5,1469994968,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy,YES,2015,2010,43,3.813953488372093
2274,19,1,4.0,965705637,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,YES,1995,1990,215,3.9209302325581397
2275,19,2,3.0,965704331,Jumanji (1995),Adventure|Children|Fantasy,YES,1995,1990,110,3.4318181818181817
2280,19,13,3.0,965709102,Balto (1995),Adventure|Animation|Children,YES,1995,1990,8,3.125
2284,19,34,4.0,965705661,Babe (1995),Children|Drama,YES,1995,1990,128,3.65234375
2287,19,48,1.0,965709172,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,YES,1995,1990,68,3.1470588235294117
2292,19,87,2.0,965708059,Dunston Checks In (1996),Children|Comedy,YES,1996,1990,7,2.5
2296,19,107,2.0,965706886,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,YES,1996,1990,26,3.326923076923077
2301,19,158,3.0,965709785,Casper (1995),Adventure|Children,YES,1995,1990,62,2.806451612903226
2317,19,258,3.0,965704033,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,YES,1995,1990,10,2.6
2341,19,362,2.0,965709622,"Jungle Book, The (1994)",Adventure|Children|Romance,YES,1994,1990,34,3.5294117647058822
2342,19,364,3.0,965709102,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,YES,1994,1990,172,3.941860465116279
2348,19,374,2.0,965708038,Richie Rich (1994),Children|Comedy,YES,1994,1990,25,2.2
2354,19,410,2.0,965706683,Addams Family Values (1993),Children|Comedy|Fantasy,YES,1993,1990,84,3.1011904761904763
2367,19,455,2.0,965710092,Free Willy (1993),Adventure|Children|Drama,YES,1993,1990,37,2.391891891891892
2389,19,546,2.0,965704079,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,YES,1993,1990,21,2.0
2390,19,551,5.0,965706163,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,YES,1993,1990,93,3.553763440860215
2391,19,558,2.0,965704355,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy,YES,1994,1990,8,2.9375
2392,19,575,2.0,965706866,"Little Rascals, The (1994)",Children|Comedy,YES,1994,1990,16,2.65625
2393,19,586,3.0,965707079,Home Alone (1990),Children|Comedy,YES,1990,1980,116,2.9956896551724137
2395,19,588,3.0,965706337,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,YES,1992,1990,183,3.7923497267759565
2407,19,661,3.0,965709102,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,YES,1996,1990,49,3.4489795918367347
2409,19,673,1.0,965704355,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,YES,1996,1990,53,2.707547169811321
2412,19,709,2.0,965709172,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical,YES,1988,1980,11,3.090909090909091
2413,19,711,3.0,965709923,Flipper (1996),Adventure|Children,YES,1996,1990,10,3.05
2421,19,745,4.0,965708982,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,YES,1995,1990,48,3.8958333333333335
2424,19,783,4.0,965709144,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,YES,1996,1990,47,3.3297872340425534
2429,19,810,1.0,965704375,Kazaam (1996),Children|Comedy|Fantasy,YES,1996,1990,12,2.25
2434,19,837,4.0,965706317,Matilda (1996),Children|Comedy|Fantasy,YES,1996,1990,33,3.272727272727273
2442,19,881,1.0,965707137,First Kid (1996),Children|Comedy,YES,1996,1990,5,2.1
2457,19,986,3.0,965709445,Fly Away Home (1996),Adventure|Children,YES,1996,1990,13,3.5384615384615383
2458,19,1016,3.0,965706728,"Shaggy Dog, The (1959)",Children|Comedy,YES,1959,1950,5,2.9
2460,19,1021,2.0,965707419,Angels in the Outfield (1994),Children|Comedy,YES,1994,1990,27,2.3333333333333335
2461,19,1028,2.0,965706092,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,YES,1964,1960,71,3.887323943661972
2462,19,1031,2.0,965709622,Bedknobs and Broomsticks (1971),Adventure|Children|Musical,YES,1971,1970,24,3.4791666666666665
2463,19,1032,1.0,965709068,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,YES,1951,1950,40,3.375
2468,19,1064,2.0,965708098,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance,YES,1996,1990,13,3.1538461538461537
2469,19,1073,4.0,965704248,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,YES,1971,1970,119,3.8739495798319328
2476,19,1097,5.0,965709282,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,YES,1982,1980,122,3.7663934426229506
2480,19,1148,4.0,965705539,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,YES,1993,1990,56,4.035714285714286
2518,19,1359,3.0,965707983,Jingle All the Way (1996),Children|Comedy,YES,1996,1990,18,2.861111111111111
2519,19,1367,1.0,965706615,101 Dalmatians (1996),Adventure|Children|Comedy,YES,1996,1990,47,3.074468085106383
2541,19,1474,2.0,965707137,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,YES,1997,1990,11,2.1363636363636362
2556,19,1566,4.0,965706297,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,YES,1997,1990,31,3.4516129032258065
2562,19,1588,2.0,965707079,George of the Jungle (1997),Children|Comedy,YES,1997,1990,20,3.075
2582,19,1688,3.0,965709144,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,YES,1997,1990,20,3.35
2585,19,1702,3.0,965704331,Flubber (1997),Children|Comedy|Fantasy,YES,1997,1990,16,3.0
2599,19,1806,2.0,965706683,Paulie (1998),Adventure|Children|Comedy,YES,1998,1990,8,2.3125
2605,19,1848,2.0,965704331,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy,YES,1997,1990,12,3.0416666666666665
2617,19,1907,3.0,965709025,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,YES,1998,1990,45,3.566666666666667
2622,19,1919,2.0,965705572,Madeline (1998),Children|Comedy,YES,1998,1990,5,2.5
2623,19,1920,3.0,965704331,Small Soldiers (1998),Animation|Children|Fantasy|War,YES,1998,1990,18,2.8333333333333335
2641,19,2005,4.0,965704281,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,YES,1985,1980,57,3.5701754385964914
2644,19,2014,2.0,965707669,Freaky Friday (1977),Children|Comedy|Fantasy,YES,1977,1970,8,2.625
2645,19,2015,3.0,965706839,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy,YES,1961,1960,9,3.388888888888889
2646,19,2016,3.0,965708059,"Apple Dumpling Gang Rides Again, The (1979)",Children|Comedy|Western,YES,1979,1970,4,2.875
2649,19,2033,3.0,965709172,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy,YES,1985,1980,8,3.75
2650,19,2034,2.0,965703973,"Black Hole, The (1979)",Children|Sci-Fi,YES,1979,1970,9,2.611111111111111
2651,19,2036,2.0,965708339,Blank Check (1994),Children|Comedy,YES,1994,1990,6,2.25
2653,19,2040,2.0,965706728,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy,YES,1969,1960,7,2.857142857142857
2656,19,2046,2.0,965703727,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,YES,1986,1980,24,3.2083333333333335
2657,19,2048,3.0,965709172,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime,YES,1986,1980,8,3.5625
2658,19,2052,2.0,965707576,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,YES,1993,1990,23,2.760869565217391
2659,19,2053,2.0,965704056,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,YES,1992,1990,20,2.05
2660,19,2054,3.0,965704304,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,YES,1989,1980,68,2.7573529411764706
2664,19,2078,2.0,965705896,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,YES,1967,1960,53,3.830188679245283
2665,19,2081,4.0,965709068,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,YES,1989,1980,67,3.425373134328358
2666,19,2082,3.0,965707487,"Mighty Ducks, The (1992)",Children|Comedy,YES,1992,1990,26,2.6538461538461537
2668,19,2092,2.0,965709172,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance,YES,1994,1990,6,2.4166666666666665
2670,19,2097,3.0,965704904,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,YES,1983,1980,10,2.9
2678,19,2123,3.0,965709172,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy,YES,1989,1980,15,2.7
2681,19,2137,4.0,965702660,Charlotte's Web (1973),Animation|Children,YES,1973,1970,21,3.5476190476190474
2682,19,2139,3.0,965709025,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,YES,1982,1980,21,3.4761904761904763
2714,19,2294,3.0,965709068,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,YES,1998,1990,45,3.2444444444444445
2722,19,2354,2.0,965707419,"Rugrats Movie, The (1998)",Animation|Children|Comedy,YES,1998,1990,7,2.5
2723,19,2355,3.0,965705896,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,YES,1998,1990,92,3.516304347826087
2737,19,2414,3.0,965709785,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller,YES,1985,1980,11,3.3636363636363638
2784,19,2687,2.0,965709025,Tarzan (1999),Adventure|Animation|Children|Drama,YES,1999,1990,24,3.4583333333333335
2790,19,2709,2.0,965707101,Muppets From Space (1999),Children|Comedy,YES,1999,1990,9,3.1666666666666665
2795,19,2720,1.0,965708653,Inspector Gadget (1999),Action|Adventure|Children|Comedy,YES,1999,1990,21,2.0952380952380953
2808,19,2804,3.0,965705572,"Christmas Story, A (1983)",Children|Comedy,YES,1983,1980,55,3.9727272727272727
2828,19,2953,3.0,965708360,Home Alone 2: Lost in New York (1992),Children|Comedy,YES,1992,1990,31,2.5161290322580645
2832,19,2987,5.0,965709047,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,YES,1988,1980,97,3.5721649484536084
2841,19,3034,3.0,965709047,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,YES,1973,1970,36,3.513888888888889
2860,19,3114,2.0,965705725,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,YES,1999,1990,97,3.8608247422680413
2867,19,3213,4.0,965708982,Batman: Mask of the Phantasm (1993),Animation|Children,YES,1993,1990,13,4.115384615384615
2896,19,3396,5.0,965705896,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,YES,1979,1970,33,3.590909090909091
2897,19,3397,2.0,965706019,"Great Muppet Caper, The (1981)",Children|Comedy,YES,1981,1980,11,3.4545454545454546
2898,19,3398,2.0,965706276,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical,YES,1984,1980,15,3.3333333333333335
2905,19,3440,2.0,965704355,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,YES,1993,1990,14,2.0714285714285716
2915,19,3483,2.0,965704652,"Road to El Dorado, The (2000)",Animation|Children,YES,2000,1990,13,3.1153846153846154
2959,19,3745,4.0,965702776,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi,YES,2000,1990,29,3.413793103448276
2960,19,3751,3.0,965702777,Chicken Run (2000),Animation|Children|Comedy,YES,2000,1990,78,3.551282051282051
2962,19,3754,4.0,965702777,"Adventures of Rocky and Bullwinkle, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,YES,2000,1990,9,2.2222222222222223
2977,20,2,3.0,1054038313,Jumanji (1995),Adventure|Children|Fantasy,YES,1995,1990,110,3.4318181818181817
2978,20,8,1.0,1054038422,Tom and Huck (1995),Adventure|Children,YES,1995,1990,8,2.875
2979,20,13,4.0,1054038425,Balto (1995),Adventure|Animation|Children,YES,1995,1990,8,3.125
2980,20,34,4.0,1054038093,Babe (1995),Children|Drama,YES,1995,1990,128,3.65234375
2981,20,48,5.0,1054038357,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,YES,1995,1990,68,3.1470588235294117
2982,20,107,3.5,1054038320,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,YES,1996,1990,26,3.326923076923077
2983,20,158,3.0,1054038381,Casper (1995),Adventure|Children,YES,1995,1990,62,2.806451612903226
2984,20,239,4.5,1054038398,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,YES,1995,1990,17,3.0
2985,20,262,4.5,1054038142,"Little Princess, A (1995)",Children|Drama,YES,1995,1990,21,3.9047619047619047
2987,20,362,4.0,1054038216,"Jungle Book, The (1994)",Adventure|Children|Romance,YES,1994,1990,34,3.5294117647058822
2988,20,364,5.0,1054038067,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,YES,1994,1990,172,3.941860465116279
2989,20,531,4.5,1054038162,"Secret Garden, The (1993)",Children|Drama,YES,1993,1990,24,3.25
2990,20,551,5.0,1054038128,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,YES,1993,1990,93,3.553763440860215
2991,20,586,3.0,1054038279,Home Alone (1990),Children|Comedy,YES,1990,1980,116,2.9956896551724137
2992,20,588,5.0,1054038059,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,YES,1992,1990,183,3.7923497267759565
2993,20,594,5.0,1054038083,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,YES,1937,1930,77,3.616883116883117
2994,20,595,5.0,1054038060,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,YES,1991,1990,146,3.7705479452054793
2995,20,596,4.5,1054038175,Pinocchio (1940),Animation|Children|Fantasy|Musical,YES,1940,1930,60,3.45
2996,20,661,5.0,1054038185,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,YES,1996,1990,49,3.4489795918367347
2997,20,709,3.0,1054038318,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical,YES,1988,1980,11,3.090909090909091
2999,20,783,3.5,1054038251,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,YES,1996,1990,47,3.3297872340425534
3000,20,801,2.5,1054038390,Harriet the Spy (1996),Children|Comedy,YES,1996,1990,11,3.1363636363636362
3001,20,837,4.0,1054038259,Matilda (1996),Children|Comedy|Fantasy,YES,1996,1990,33,3.272727272727273
3004,20,919,5.0,1054038078,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,YES,1939,1930,92,3.880434782608696
3005,20,986,3.5,1054038204,Fly Away Home (1996),Adventure|Children,YES,1996,1990,13,3.5384615384615383
3006,20,1010,3.0,1054038376,"Love Bug, The (1969)",Children|Comedy,YES,1969,1960,9,3.0555555555555554
3007,20,1012,4.0,1054038180,Old Yeller (1957),Children|Drama,YES,1957,1950,9,3.4444444444444446
3008,20,1013,4.0,1054038219,"Parent Trap, The (1961)",Children|Comedy|Romance,YES,1961,1960,12,3.2083333333333335
3009,20,1015,3.5,1054038254,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama,YES,1993,1990,20,2.95
3010,20,1018,3.5,1054038336,That Darn Cat! (1965),Children|Comedy|Mystery,YES,1965,1960,6,2.4166666666666665
3011,20,1021,2.0,1054038421,Angels in the Outfield (1994),Children|Comedy,YES,1994,1990,27,2.3333333333333335
3012,20,1022,4.5,1054038135,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,YES,1950,1940,42,3.488095238095238
3013,20,1025,5.0,1054038107,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,YES,1963,1960,25,3.58
3014,20,1028,4.5,1054038076,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,YES,1964,1960,71,3.887323943661972
3015,20,1029,4.5,1054038189,Dumbo (1941),Animation|Children|Drama|Musical,YES,1941,1940,35,3.3857142857142857
3016,20,1030,3.0,1054038374,Pete's Dragon (1977),Adventure|Animation|Children|Musical,YES,1977,1970,15,2.7666666666666666
3017,20,1031,3.0,1054038326,Bedknobs and Broomsticks (1971),Adventure|Children|Musical,YES,1971,1970,24,3.4791666666666665
3018,20,1032,3.5,1054038130,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,YES,1951,1950,40,3.375
3020,20,1073,5.0,1054038071,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,YES,1971,1970,119,3.8739495798319328
3022,20,1097,5.0,1054038065,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,YES,1982,1980,122,3.7663934426229506
3023,20,1148,5.0,1054038506,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,YES,1993,1990,56,4.035714285714286
3024,20,1282,4.5,1054038160,Fantasia (1940),Animation|Children|Fantasy|Musical,YES,1940,1930,53,3.7830188679245285
3026,20,1367,3.0,1054038378,101 Dalmatians (1996),Adventure|Children|Comedy,YES,1996,1990,47,3.074468085106383
3030,20,1566,4.5,1054038231,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,YES,1997,1990,31,3.4516129032258065
3031,20,1688,4.5,1054038258,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,YES,1997,1990,20,3.35
3033,20,1848,3.0,1054038355,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy,YES,1997,1990,12,3.0416666666666665
3035,20,1907,5.0,1054038097,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,YES,1998,1990,45,3.566666666666667
3036,20,1919,3.5,1054038348,Madeline (1998),Children|Comedy,YES,1998,1990,5,2.5
3038,20,2005,5.0,1054038151,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,YES,1985,1980,57,3.5701754385964914
3040,20,2018,4.0,1054038166,Bambi (1942),Animation|Children|Drama,YES,1942,1940,38,3.3684210526315788
3041,20,2033,4.0,1054038365,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy,YES,1985,1980,8,3.75
3042,20,2048,3.5,1054038325,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime,YES,1986,1980,8,3.5625
3043,20,2054,2.5,1054036164,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,YES,1989,1980,68,2.7573529411764706
3044,20,2059,3.5,1054038343,"Parent Trap, The (1998)",Children|Comedy|Romance,YES,1998,1990,15,3.0
3045,20,2078,4.5,1054038081,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,YES,1967,1960,53,3.830188679245283
3046,20,2080,4.0,1054038091,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,YES,1955,1950,55,3.4
3047,20,2081,5.0,1054038138,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,YES,1989,1980,67,3.425373134328358
3048,20,2083,5.0,1054038103,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical,YES,1992,1990,19,3.736842105263158
3049,20,2085,4.0,1054038493,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,YES,1961,1960,44,3.4318181818181817
3050,20,2087,4.5,1054038136,Peter Pan (1953),Animation|Children|Fantasy|Musical,YES,1953,1950,41,3.573170731707317
3051,20,2089,4.5,1054038249,"Rescuers Down Under, The (1990)",Adventure|Animation|Children,YES,1990,1980,10,3.5
3052,20,2090,3.0,1054038269,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama,YES,1977,1970,13,3.1923076923076925
3053,20,2092,3.0,1054147515,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance,YES,1994,1990,6,2.4166666666666665
3054,20,2096,4.0,1054038145,Sleeping Beauty (1959),Animation|Children|Musical,YES,1959,1950,22,3.409090909090909
3056,20,2116,2.5,1054038315,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,YES,1978,1970,15,3.1333333333333333
3057,20,2135,5.0,1054147519,Doctor Dolittle (1967),Adventure|Children|Musical,YES,1967,1960,11,3.772727272727273
3058,20,2137,4.5,1054038124,Charlotte's Web (1973),Animation|Children,YES,1973,1970,21,3.5476190476190474
3060,20,2141,4.5,1054038233,"American Tail, An (1986)",Adventure|Animation|Children|Comedy,YES,1986,1980,18,3.1666666666666665
3061,20,2161,4.5,1054038165,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,YES,1984,1980,43,3.5813953488372094
3063,20,2294,3.5,1054038140,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,YES,1998,1990,45,3.2444444444444445
3065,20,2355,4.0,1054038063,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,YES,1998,1990,92,3.516304347826087
3067,20,2430,2.0,1054038297,Mighty Joe Young (1949),Adventure|Children|Drama,YES,1949,1940,6,2.8333333333333335
3071,20,2687,4.5,1054038187,Tarzan (1999),Adventure|Animation|Children|Drama,YES,1999,1990,24,3.4583333333333335
3074,20,2709,5.0,1054038446,Muppets From Space (1999),Children|Comedy,YES,1999,1990,9,3.1666666666666665
3076,20,2761,4.5,1054038106,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,YES,1999,1990,39,4.051282051282051
